question_id,scene_id,image_path,question_type,question,choice_a,choice_b,choice_c,choice_d,answer_label,difficulty,visibility,layout_family,ood_axis,trace_target_zone,trace_clog_location,trace_gate_state,trace_bubble_position,trace_satellite_side,trace_fluorescent_count
raw_q_3f73c44dccc0b6,raw_mf_00801,images/raw_mf_00801.png,fluorescent_count,How many bright green droplets are visible in the counting chamber?,0,1,2,3 or more,A,medium,noisy,compact,partial_occlusion,lower,none,lower,lower,not_visible,0
raw_q_a5c9534942edf9,raw_mf_00801,images/raw_mf_00801.png,gate_state,Which electrode pair is active in red?,inlet electrodes,junction electrodes,upper branch electrodes,lower branch electrodes,D,medium,noisy,compact,partial_occlusion,lower,none,lower,lower,not_visible,0
raw_q_13991eb710c387,raw_mf_00801,images/raw_mf_00801.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,A,medium,noisy,compact,partial_occlusion,lower,none,lower,lower,not_visible,0
raw_q_03bf4cf4064e4b,raw_mf_00802,images/raw_mf_00802.png,satellite_side,Where are the small satellite droplets relative to the target droplet?,upstream of target,downstream of target,both sides,not visible,D,easy,noisy,compact,partial_occlusion,center,lower,upper,none,not_visible,3
raw_q_1a16db6d69b93d,raw_mf_00802,images/raw_mf_00802.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,D,easy,noisy,compact,partial_occlusion,center,lower,upper,none,not_visible,3
raw_q_0e8136c7fccb53,raw_mf_00802,images/raw_mf_00802.png,bubble_position,Where is the bright air bubble located?,no visible bubble,sorting junction,upper outlet,lower outlet,A,easy,noisy,compact,partial_occlusion,center,lower,upper,none,not_visible,3
raw_q_8793113a7eb92d,raw_mf_00803,images/raw_mf_00803.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,C,hard,crowded,standard,dense_debris,lower,none,upper,junction,both,3
raw_q_b05a30ae82b382,raw_mf_00803,images/raw_mf_00803.png,fluorescent_count,How many bright green droplets are visible in the counting chamber?,0,1,2,3 or more,D,hard,crowded,standard,dense_debris,lower,none,upper,junction,both,3
raw_q_3e3c971db82df3,raw_mf_00803,images/raw_mf_00803.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,A,hard,crowded,standard,dense_debris,lower,none,upper,junction,both,3
raw_q_03cd981f87b140,raw_mf_00804,images/raw_mf_00804.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,A,hard,noisy,standard,partial_occlusion,upper,junction,junction,none,not_visible,0
raw_q_bd434dd90445fa,raw_mf_00804,images/raw_mf_00804.png,gate_state,Which electrode pair is active in red?,inlet electrodes,junction electrodes,upper branch electrodes,lower branch electrodes,B,hard,noisy,standard,partial_occlusion,upper,junction,junction,none,not_visible,0
raw_q_9df54390299b6e,raw_mf_00804,images/raw_mf_00804.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,C,hard,noisy,standard,partial_occlusion,upper,junction,junction,none,not_visible,0
raw_q_7ec589cec33905,raw_mf_00805,images/raw_mf_00805.png,fluorescent_count,How many bright green droplets are visible in the counting chamber?,0,1,2,3 or more,A,medium,crowded,compact,dense_debris,center,junction,upper,junction,downstream,0
raw_q_99db91ed50d12b,raw_mf_00805,images/raw_mf_00805.png,bubble_position,Where is the bright air bubble located?,no visible bubble,sorting junction,upper outlet,lower outlet,B,medium,crowded,compact,dense_debris,center,junction,upper,junction,downstream,0
raw_q_6c443e735b1bb7,raw_mf_00805,images/raw_mf_00805.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,C,medium,crowded,compact,dense_debris,center,junction,upper,junction,downstream,0
raw_q_d383d1b9faadd3,raw_mf_00806,images/raw_mf_00806.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,D,medium,low_contrast,standard,standard,inlet,junction,inlet,upper,upstream,4
raw_q_8624c750c4c1fd,raw_mf_00806,images/raw_mf_00806.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,C,medium,low_contrast,standard,standard,inlet,junction,inlet,upper,upstream,4
raw_q_1b5ea3d5e5607f,raw_mf_00806,images/raw_mf_00806.png,gate_state,Which electrode pair is active in red?,inlet electrodes,junction electrodes,upper branch electrodes,lower branch electrodes,A,medium,low_contrast,standard,standard,inlet,junction,inlet,upper,upstream,4
raw_q_15a7b0de062e94,raw_mf_00807,images/raw_mf_00807.png,satellite_side,Where are the small satellite droplets relative to the target droplet?,upstream of target,downstream of target,both sides,not visible,A,medium,crowded,standard,dense_debris,inlet,none,lower,lower,upstream,1
raw_q_a7c49e097a983a,raw_mf_00807,images/raw_mf_00807.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,D,medium,crowded,standard,dense_debris,inlet,none,lower,lower,upstream,1
raw_q_393135b789d0ed,raw_mf_00807,images/raw_mf_00807.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,A,medium,crowded,standard,dense_debris,inlet,none,lower,lower,upstream,1
raw_q_e75e6051357afd,raw_mf_00808,images/raw_mf_00808.png,fluorescent_count,How many bright green droplets are visible in the counting chamber?,0,1,2,3 or more,D,easy,clear,standard,dense_debris,center,none,lower,upper,upstream,3
raw_q_30e3e3a252fcfe,raw_mf_00808,images/raw_mf_00808.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,A,easy,clear,standard,dense_debris,center,none,lower,upper,upstream,3
raw_q_0e4ee7d3977eff,raw_mf_00808,images/raw_mf_00808.png,bubble_position,Where is the bright air bubble located?,no visible bubble,sorting junction,upper outlet,lower outlet,C,easy,clear,standard,dense_debris,center,none,lower,upper,upstream,3
raw_q_7ef33199d68863,raw_mf_00809,images/raw_mf_00809.png,fluorescent_count,How many bright green droplets are visible in the counting chamber?,0,1,2,3 or more,D,medium,noisy,wide,standard,inlet,none,inlet,none,both,4
raw_q_1445e0be17a9df,raw_mf_00809,images/raw_mf_00809.png,gate_state,Which electrode pair is active in red?,inlet electrodes,junction electrodes,upper branch electrodes,lower branch electrodes,A,medium,noisy,wide,standard,inlet,none,inlet,none,both,4
raw_q_b1081013169a89,raw_mf_00809,images/raw_mf_00809.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,A,medium,noisy,wide,standard,inlet,none,inlet,none,both,4
raw_q_9d043e4e2a03ea,raw_mf_00810,images/raw_mf_00810.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,A,hard,crowded,wide,standard,upper,junction,inlet,none,upstream,3
raw_q_1dd621109f5678,raw_mf_00810,images/raw_mf_00810.png,satellite_side,Where are the small satellite droplets relative to the target droplet?,upstream of target,downstream of target,both sides,not visible,A,hard,crowded,wide,standard,upper,junction,inlet,none,upstream,3
raw_q_2dfd24719828e2,raw_mf_00810,images/raw_mf_00810.png,fluorescent_count,How many bright green droplets are visible in the counting chamber?,0,1,2,3 or more,D,hard,crowded,wide,standard,upper,junction,inlet,none,upstream,3
raw_q_52029d062778ed,raw_mf_00811,images/raw_mf_00811.png,satellite_side,Where are the small satellite droplets relative to the target droplet?,upstream of target,downstream of target,both sides,not visible,A,easy,clear,standard,standard,center,none,lower,none,upstream,1
raw_q_1440da7fca0be5,raw_mf_00811,images/raw_mf_00811.png,bubble_position,Where is the bright air bubble located?,no visible bubble,sorting junction,upper outlet,lower outlet,A,easy,clear,standard,standard,center,none,lower,none,upstream,1
raw_q_aad7ad842b0968,raw_mf_00811,images/raw_mf_00811.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,A,easy,clear,standard,standard,center,none,lower,none,upstream,1
raw_q_9615e47f49c08c,raw_mf_00812,images/raw_mf_00812.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,B,medium,noisy,standard,standard,center,junction,upper,none,upstream,4
raw_q_a482edde1b8ac7,raw_mf_00812,images/raw_mf_00812.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,C,medium,noisy,standard,standard,center,junction,upper,none,upstream,4
raw_q_9c594e7dd50741,raw_mf_00812,images/raw_mf_00812.png,bubble_position,Where is the bright air bubble located?,no visible bubble,sorting junction,upper outlet,lower outlet,A,medium,noisy,standard,standard,center,junction,upper,none,upstream,4
raw_q_d0e28781c68787,raw_mf_00813,images/raw_mf_00813.png,fluorescent_count,How many bright green droplets are visible in the counting chamber?,0,1,2,3 or more,C,easy,noisy,wide,dim_fluorescence,upper,lower,junction,none,upstream,2
raw_q_b8b7c9c21684ca,raw_mf_00813,images/raw_mf_00813.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,D,easy,noisy,wide,dim_fluorescence,upper,lower,junction,none,upstream,2
raw_q_0ca498dbc82f06,raw_mf_00813,images/raw_mf_00813.png,bubble_position,Where is the bright air bubble located?,no visible bubble,sorting junction,upper outlet,lower outlet,A,easy,noisy,wide,dim_fluorescence,upper,lower,junction,none,upstream,2
raw_q_13236fc0af3ac5,raw_mf_00814,images/raw_mf_00814.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,D,easy,clear,standard,dim_fluorescence,inlet,junction,inlet,none,downstream,2
raw_q_632484a5602cb6,raw_mf_00814,images/raw_mf_00814.png,fluorescent_count,How many bright green droplets are visible in the counting chamber?,0,1,2,3 or more,C,easy,clear,standard,dim_fluorescence,inlet,junction,inlet,none,downstream,2
raw_q_63e8aa04e6a4b4,raw_mf_00814,images/raw_mf_00814.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,C,easy,clear,standard,dim_fluorescence,inlet,junction,inlet,none,downstream,2
raw_q_62cd4bfcc94de4,raw_mf_00815,images/raw_mf_00815.png,bubble_position,Where is the bright air bubble located?,no visible bubble,sorting junction,upper outlet,lower outlet,A,easy,clear,wide,standard,lower,none,inlet,none,upstream,3
raw_q_786a6b71c0e8cc,raw_mf_00815,images/raw_mf_00815.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,A,easy,clear,wide,standard,lower,none,inlet,none,upstream,3
raw_q_1ccb99219329e6,raw_mf_00815,images/raw_mf_00815.png,gate_state,Which electrode pair is active in red?,inlet electrodes,junction electrodes,upper branch electrodes,lower branch electrodes,A,easy,clear,wide,standard,lower,none,inlet,none,upstream,3
raw_q_30ffaf2c023c99,raw_mf_00816,images/raw_mf_00816.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,D,hard,noisy,compact,standard,inlet,lower,lower,none,both,0
raw_q_fe7baec7b95132,raw_mf_00816,images/raw_mf_00816.png,gate_state,Which electrode pair is active in red?,inlet electrodes,junction electrodes,upper branch electrodes,lower branch electrodes,D,hard,noisy,compact,standard,inlet,lower,lower,none,both,0
raw_q_70689b11f23f45,raw_mf_00816,images/raw_mf_00816.png,fluorescent_count,How many bright green droplets are visible in the counting chamber?,0,1,2,3 or more,A,hard,noisy,compact,standard,inlet,lower,lower,none,both,0
raw_q_2e350fb665da7c,raw_mf_00817,images/raw_mf_00817.png,satellite_side,Where are the small satellite droplets relative to the target droplet?,upstream of target,downstream of target,both sides,not visible,C,easy,clear,standard,standard,center,junction,lower,none,both,1
raw_q_f15acea36665e2,raw_mf_00817,images/raw_mf_00817.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,C,easy,clear,standard,standard,center,junction,lower,none,both,1
raw_q_733b7aec415ffb,raw_mf_00817,images/raw_mf_00817.png,gate_state,Which electrode pair is active in red?,inlet electrodes,junction electrodes,upper branch electrodes,lower branch electrodes,D,easy,clear,standard,standard,center,junction,lower,none,both,1
raw_q_483f5e20cefc23,raw_mf_00818,images/raw_mf_00818.png,gate_state,Which electrode pair is active in red?,inlet electrodes,junction electrodes,upper branch electrodes,lower branch electrodes,A,easy,clear,compact,standard,upper,inlet,inlet,none,upstream,4
raw_q_cc7490afbd9acd,raw_mf_00818,images/raw_mf_00818.png,fluorescent_count,How many bright green droplets are visible in the counting chamber?,0,1,2,3 or more,D,easy,clear,compact,standard,upper,inlet,inlet,none,upstream,4
raw_q_42a933e50968ea,raw_mf_00818,images/raw_mf_00818.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,B,easy,clear,compact,standard,upper,inlet,inlet,none,upstream,4
raw_q_8b1e6e3f22b877,raw_mf_00819,images/raw_mf_00819.png,bubble_position,Where is the bright air bubble located?,no visible bubble,sorting junction,upper outlet,lower outlet,B,easy,clear,compact,standard,inlet,none,lower,junction,not_visible,2
raw_q_f07ff7868a9b2d,raw_mf_00819,images/raw_mf_00819.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,D,easy,clear,compact,standard,inlet,none,lower,junction,not_visible,2
raw_q_9d2d0be65a0810,raw_mf_00819,images/raw_mf_00819.png,fluorescent_count,How many bright green droplets are visible in the counting chamber?,0,1,2,3 or more,C,easy,clear,compact,standard,inlet,none,lower,junction,not_visible,2
raw_q_8aa15848c79df2,raw_mf_00820,images/raw_mf_00820.png,satellite_side,Where are the small satellite droplets relative to the target droplet?,upstream of target,downstream of target,both sides,not visible,A,hard,crowded,standard,dense_debris,center,none,lower,lower,upstream,2
raw_q_8c9cae496711a1,raw_mf_00820,images/raw_mf_00820.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,B,hard,crowded,standard,dense_debris,center,none,lower,lower,upstream,2
raw_q_9fa6d378be2dfc,raw_mf_00820,images/raw_mf_00820.png,gate_state,Which electrode pair is active in red?,inlet electrodes,junction electrodes,upper branch electrodes,lower branch electrodes,D,hard,crowded,standard,dense_debris,center,none,lower,lower,upstream,2
raw_q_16db15e2c24e14,raw_mf_00821,images/raw_mf_00821.png,satellite_side,Where are the small satellite droplets relative to the target droplet?,upstream of target,downstream of target,both sides,not visible,C,medium,clear,compact,partial_occlusion,upper,none,upper,lower,both,2
raw_q_c5425cdc8a68a7,raw_mf_00821,images/raw_mf_00821.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,A,medium,clear,compact,partial_occlusion,upper,none,upper,lower,both,2
raw_q_3481d5f9a1c013,raw_mf_00821,images/raw_mf_00821.png,gate_state,Which electrode pair is active in red?,inlet electrodes,junction electrodes,upper branch electrodes,lower branch electrodes,C,medium,clear,compact,partial_occlusion,upper,none,upper,lower,both,2
raw_q_7a32e3b00a46dc,raw_mf_00822,images/raw_mf_00822.png,gate_state,Which electrode pair is active in red?,inlet electrodes,junction electrodes,upper branch electrodes,lower branch electrodes,D,easy,clear,standard,standard,upper,inlet,lower,none,both,3
raw_q_a7706b18f83716,raw_mf_00822,images/raw_mf_00822.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,A,easy,clear,standard,standard,upper,inlet,lower,none,both,3
raw_q_369999e9697fa0,raw_mf_00822,images/raw_mf_00822.png,bubble_position,Where is the bright air bubble located?,no visible bubble,sorting junction,upper outlet,lower outlet,A,easy,clear,standard,standard,upper,inlet,lower,none,both,3
raw_q_c3ff596af2c25e,raw_mf_00823,images/raw_mf_00823.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,A,easy,clear,wide,standard,inlet,none,junction,none,not_visible,3
raw_q_d9595c08e3c21b,raw_mf_00823,images/raw_mf_00823.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,D,easy,clear,wide,standard,inlet,none,junction,none,not_visible,3
raw_q_e1dc434ba92c4a,raw_mf_00823,images/raw_mf_00823.png,satellite_side,Where are the small satellite droplets relative to the target droplet?,upstream of target,downstream of target,both sides,not visible,D,easy,clear,wide,standard,inlet,none,junction,none,not_visible,3
raw_q_2ad154907eb302,raw_mf_00824,images/raw_mf_00824.png,gate_state,Which electrode pair is active in red?,inlet electrodes,junction electrodes,upper branch electrodes,lower branch electrodes,A,medium,clear,wide,standard,center,none,inlet,none,upstream,4
raw_q_ed7dcf5d786c18,raw_mf_00824,images/raw_mf_00824.png,satellite_side,Where are the small satellite droplets relative to the target droplet?,upstream of target,downstream of target,both sides,not visible,A,medium,clear,wide,standard,center,none,inlet,none,upstream,4
raw_q_3cc93c6c34a476,raw_mf_00824,images/raw_mf_00824.png,fluorescent_count,How many bright green droplets are visible in the counting chamber?,0,1,2,3 or more,D,medium,clear,wide,standard,center,none,inlet,none,upstream,4
raw_q_8e10047bda7348,raw_mf_00825,images/raw_mf_00825.png,satellite_side,Where are the small satellite droplets relative to the target droplet?,upstream of target,downstream of target,both sides,not visible,C,medium,crowded,compact,dense_debris,upper,lower,lower,lower,both,0
raw_q_99a86f3bfd39c0,raw_mf_00825,images/raw_mf_00825.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,A,medium,crowded,compact,dense_debris,upper,lower,lower,lower,both,0
raw_q_f76d2f14271922,raw_mf_00825,images/raw_mf_00825.png,gate_state,Which electrode pair is active in red?,inlet electrodes,junction electrodes,upper branch electrodes,lower branch electrodes,D,medium,crowded,compact,dense_debris,upper,lower,lower,lower,both,0
raw_q_abb7cdaeb369f4,raw_mf_00826,images/raw_mf_00826.png,satellite_side,Where are the small satellite droplets relative to the target droplet?,upstream of target,downstream of target,both sides,not visible,C,medium,low_contrast,compact,standard,inlet,lower,upper,none,both,4
raw_q_1e6e6c2ce07612,raw_mf_00826,images/raw_mf_00826.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,D,medium,low_contrast,compact,standard,inlet,lower,upper,none,both,4
raw_q_9af52eb7cfa1c9,raw_mf_00826,images/raw_mf_00826.png,gate_state,Which electrode pair is active in red?,inlet electrodes,junction electrodes,upper branch electrodes,lower branch electrodes,C,medium,low_contrast,compact,standard,inlet,lower,upper,none,both,4
raw_q_054459e6f01d65,raw_mf_00827,images/raw_mf_00827.png,gate_state,Which electrode pair is active in red?,inlet electrodes,junction electrodes,upper branch electrodes,lower branch electrodes,C,hard,noisy,wide,standard,inlet,none,upper,lower,not_visible,0
raw_q_5f6b23c4d41406,raw_mf_00827,images/raw_mf_00827.png,satellite_side,Where are the small satellite droplets relative to the target droplet?,upstream of target,downstream of target,both sides,not visible,D,hard,noisy,wide,standard,inlet,none,upper,lower,not_visible,0
raw_q_33fd15cd4e8d59,raw_mf_00827,images/raw_mf_00827.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,D,hard,noisy,wide,standard,inlet,none,upper,lower,not_visible,0
raw_q_669fd5251dcb75,raw_mf_00828,images/raw_mf_00828.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,D,hard,noisy,compact,partial_occlusion,center,lower,junction,none,not_visible,2
raw_q_ac2ed55ff18119,raw_mf_00828,images/raw_mf_00828.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,B,hard,noisy,compact,partial_occlusion,center,lower,junction,none,not_visible,2
raw_q_bcd1a82993ae30,raw_mf_00828,images/raw_mf_00828.png,satellite_side,Where are the small satellite droplets relative to the target droplet?,upstream of target,downstream of target,both sides,not visible,D,hard,noisy,compact,partial_occlusion,center,lower,junction,none,not_visible,2
raw_q_e04a49c61f3100,raw_mf_00829,images/raw_mf_00829.png,gate_state,Which electrode pair is active in red?,inlet electrodes,junction electrodes,upper branch electrodes,lower branch electrodes,C,medium,low_contrast,standard,standard,upper,junction,upper,junction,downstream,3
raw_q_65c08d400f113a,raw_mf_00829,images/raw_mf_00829.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,A,medium,low_contrast,standard,standard,upper,junction,upper,junction,downstream,3
raw_q_5b0a7e8fe41e28,raw_mf_00829,images/raw_mf_00829.png,satellite_side,Where are the small satellite droplets relative to the target droplet?,upstream of target,downstream of target,both sides,not visible,B,medium,low_contrast,standard,standard,upper,junction,upper,junction,downstream,3
raw_q_92e4eb40cb7354,raw_mf_00830,images/raw_mf_00830.png,bubble_position,Where is the bright air bubble located?,no visible bubble,sorting junction,upper outlet,lower outlet,B,hard,low_contrast,standard,dim_fluorescence,inlet,inlet,upper,junction,not_visible,3
raw_q_75b942fcefa659,raw_mf_00830,images/raw_mf_00830.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,D,hard,low_contrast,standard,dim_fluorescence,inlet,inlet,upper,junction,not_visible,3
raw_q_7c68b49ae88650,raw_mf_00830,images/raw_mf_00830.png,gate_state,Which electrode pair is active in red?,inlet electrodes,junction electrodes,upper branch electrodes,lower branch electrodes,C,hard,low_contrast,standard,dim_fluorescence,inlet,inlet,upper,junction,not_visible,3
raw_q_46e15f3e4ab5b4,raw_mf_00831,images/raw_mf_00831.png,gate_state,Which electrode pair is active in red?,inlet electrodes,junction electrodes,upper branch electrodes,lower branch electrodes,C,medium,low_contrast,compact,dim_fluorescence,center,none,upper,lower,downstream,1
raw_q_d73590f3c8f183,raw_mf_00831,images/raw_mf_00831.png,bubble_position,Where is the bright air bubble located?,no visible bubble,sorting junction,upper outlet,lower outlet,D,medium,low_contrast,compact,dim_fluorescence,center,none,upper,lower,downstream,1
raw_q_ce96783075a485,raw_mf_00831,images/raw_mf_00831.png,satellite_side,Where are the small satellite droplets relative to the target droplet?,upstream of target,downstream of target,both sides,not visible,B,medium,low_contrast,compact,dim_fluorescence,center,none,upper,lower,downstream,1
raw_q_0ba4392d6f8a73,raw_mf_00832,images/raw_mf_00832.png,gate_state,Which electrode pair is active in red?,inlet electrodes,junction electrodes,upper branch electrodes,lower branch electrodes,B,medium,noisy,standard,standard,upper,junction,junction,junction,downstream,1
raw_q_e2716aaccc037d,raw_mf_00832,images/raw_mf_00832.png,satellite_side,Where are the small satellite droplets relative to the target droplet?,upstream of target,downstream of target,both sides,not visible,B,medium,noisy,standard,standard,upper,junction,junction,junction,downstream,1
raw_q_bda22d449cd4f1,raw_mf_00832,images/raw_mf_00832.png,fluorescent_count,How many bright green droplets are visible in the counting chamber?,0,1,2,3 or more,B,medium,noisy,standard,standard,upper,junction,junction,junction,downstream,1
raw_q_abe8143c15755e,raw_mf_00833,images/raw_mf_00833.png,bubble_position,Where is the bright air bubble located?,no visible bubble,sorting junction,upper outlet,lower outlet,B,easy,clear,compact,standard,lower,junction,junction,junction,both,2
raw_q_bf08dacf9a2a58,raw_mf_00833,images/raw_mf_00833.png,gate_state,Which electrode pair is active in red?,inlet electrodes,junction electrodes,upper branch electrodes,lower branch electrodes,B,easy,clear,compact,standard,lower,junction,junction,junction,both,2
raw_q_3751c280719595,raw_mf_00833,images/raw_mf_00833.png,satellite_side,Where are the small satellite droplets relative to the target droplet?,upstream of target,downstream of target,both sides,not visible,C,easy,clear,compact,standard,lower,junction,junction,junction,both,2
raw_q_9779f55e7f4e47,raw_mf_00834,images/raw_mf_00834.png,satellite_side,Where are the small satellite droplets relative to the target droplet?,upstream of target,downstream of target,both sides,not visible,D,medium,clear,standard,dense_debris,center,inlet,inlet,none,not_visible,1
raw_q_920688da7b3dda,raw_mf_00834,images/raw_mf_00834.png,bubble_position,Where is the bright air bubble located?,no visible bubble,sorting junction,upper outlet,lower outlet,A,medium,clear,standard,dense_debris,center,inlet,inlet,none,not_visible,1
raw_q_c694d9454799f2,raw_mf_00834,images/raw_mf_00834.png,fluorescent_count,How many bright green droplets are visible in the counting chamber?,0,1,2,3 or more,B,medium,clear,standard,dense_debris,center,inlet,inlet,none,not_visible,1
raw_q_b7bf873174bbae,raw_mf_00835,images/raw_mf_00835.png,bubble_position,Where is the bright air bubble located?,no visible bubble,sorting junction,upper outlet,lower outlet,C,medium,crowded,wide,standard,center,inlet,lower,upper,both,4
raw_q_a39f283a3abf8e,raw_mf_00835,images/raw_mf_00835.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,B,medium,crowded,wide,standard,center,inlet,lower,upper,both,4
raw_q_32e01341b06647,raw_mf_00835,images/raw_mf_00835.png,satellite_side,Where are the small satellite droplets relative to the target droplet?,upstream of target,downstream of target,both sides,not visible,C,medium,crowded,wide,standard,center,inlet,lower,upper,both,4
raw_q_ccdc277ca224b8,raw_mf_00836,images/raw_mf_00836.png,gate_state,Which electrode pair is active in red?,inlet electrodes,junction electrodes,upper branch electrodes,lower branch electrodes,C,easy,clear,standard,standard,lower,none,upper,none,not_visible,0
raw_q_d6ecec9bf5bf14,raw_mf_00836,images/raw_mf_00836.png,bubble_position,Where is the bright air bubble located?,no visible bubble,sorting junction,upper outlet,lower outlet,A,easy,clear,standard,standard,lower,none,upper,none,not_visible,0
raw_q_51bf35e18fb7c4,raw_mf_00836,images/raw_mf_00836.png,satellite_side,Where are the small satellite droplets relative to the target droplet?,upstream of target,downstream of target,both sides,not visible,D,easy,clear,standard,standard,lower,none,upper,none,not_visible,0
raw_q_db677505c019f1,raw_mf_00837,images/raw_mf_00837.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,C,medium,noisy,compact,standard,lower,inlet,junction,none,upstream,3
raw_q_61f2ca30405251,raw_mf_00837,images/raw_mf_00837.png,bubble_position,Where is the bright air bubble located?,no visible bubble,sorting junction,upper outlet,lower outlet,A,medium,noisy,compact,standard,lower,inlet,junction,none,upstream,3
raw_q_4722453f3af3ad,raw_mf_00837,images/raw_mf_00837.png,fluorescent_count,How many bright green droplets are visible in the counting chamber?,0,1,2,3 or more,D,medium,noisy,compact,standard,lower,inlet,junction,none,upstream,3
raw_q_795c3499a17b6a,raw_mf_00838,images/raw_mf_00838.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,B,easy,noisy,compact,standard,center,none,upper,lower,both,0
raw_q_a56af56503499d,raw_mf_00838,images/raw_mf_00838.png,fluorescent_count,How many bright green droplets are visible in the counting chamber?,0,1,2,3 or more,A,easy,noisy,compact,standard,center,none,upper,lower,both,0
raw_q_7b79dcfd00265e,raw_mf_00838,images/raw_mf_00838.png,satellite_side,Where are the small satellite droplets relative to the target droplet?,upstream of target,downstream of target,both sides,not visible,C,easy,noisy,compact,standard,center,none,upper,lower,both,0
raw_q_e8cb581f391adc,raw_mf_00839,images/raw_mf_00839.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,A,medium,crowded,standard,partial_occlusion,inlet,none,upper,lower,not_visible,3
raw_q_95f6a15519a1d5,raw_mf_00839,images/raw_mf_00839.png,bubble_position,Where is the bright air bubble located?,no visible bubble,sorting junction,upper outlet,lower outlet,D,medium,crowded,standard,partial_occlusion,inlet,none,upper,lower,not_visible,3
raw_q_595317a502ad53,raw_mf_00839,images/raw_mf_00839.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,D,medium,crowded,standard,partial_occlusion,inlet,none,upper,lower,not_visible,3
raw_q_bd7e28b3a0af03,raw_mf_00840,images/raw_mf_00840.png,target_outlet,Where is the ringed target droplet located?,upper outlet,center outlet,lower outlet,inlet channel,A,medium,clear,wide,dense_debris,upper,junction,lower,upper,downstream,3
raw_q_06c4377b5158f6,raw_mf_00840,images/raw_mf_00840.png,clog_location,Which chip region contains the dark obstruction?,no clog,inlet channel,sorting junction,lower outlet,C,medium,clear,wide,dense_debris,upper,junction,lower,upper,downstream,3
